tokenID	Bit String	Type of Token	description	external_url	Starting Project	Unit	Deleverable	Years_Duration	Impact Type	SDGs	KML	Starting Date	Implementer Partner	Document Type	Internal Verification	IV_Document	Local Verification	Imv_Document	Project Type	Impact Unit
1062	01100000010001100000101000101010101110000101011000000000010000100110000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1063	01100000010001100000101000101010101110000101011000000000010000100111000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1064	01100000010001100000101000101010101110000101011000000000010000101000000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1065	01100000010001100000101000101010101110000101011000000000010000101001000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1066	01100000010001100000101000101010101110000101011000000000010000101010000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1067	01100000010001100000101000101010101110000101011000000000010000101011000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1068	01100000010001100000101000101010101110000101011000000000010000101100000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1069	01100000010001100000101000101010101110000101011000000000010000101101000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1070	01100000010001100000101000101010101110000101011000000000010000101110000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
1071	01100000010001100000101000101010101110000101011000000000010000101111000000000000000000001010010011000100010000000000000000000000000000000000	Common Releafs Token	Releafs is financing a **Net Zero Water Consumption** project at Sami Abdulrahman Park, recycling 200,000 cubic meters of wastewater annually with a 60 kW renewable energy system. This contributes $0.0379 per cubic meter, saving 1,000,000 cubic meters of groundwater in 5 years. The MBBR recycling system, originally installed by UNICEF, has been enhanced by Hasar, a local climate action nonprofit, to run on renewable energy. This reduces carbon emissions by 131.4 metric tons annually and serves as a model for sustainable urban development, fostering public awareness and eco-tourism while enhancing water sustainability.	www.releafs.co	01.01.2025	Cubic meters	1125835	5	Landscape Improvement:, Public Health Improvement, Ecosystem Improvement, Energy Saving, Community Engagement, Climate Resilience, Water Resource Conservation, Energy Efficiency and Sustainability	SDG11, SDG6, SDG7, SDG13, SDG3	https://drive.google.com/file/d/1YxtCfZBm0q2-6s0V2qUydvGNrzmq0HRV/view?usp=sharing	01.01.2025	Hasar Organization	MoU	Not Yet	MRV	Not Yet	Impact Report	Water Conservation	Cubic Meters
